ID_Pedido,Data_Pedido,Data_Entrega_Prevista,Data_Entrega_Real,ID_Fornecedor,Nome_Fornecedor,Categoria_Produto,Produto,Qtd,Preco_Unitario_Negociado,Preco_Tabela,Status_Entrega
PO-11132,2023-03-10,2023-03-28,2023-03-27,106,Transportes & Log,Embalagem,Filme Stretch,441,392.67,376.19,Entregue
PO-11133,2023-01-03,2023-01-09,2023-01-06,102,Plásticos do Sul,Matéria-Prima,Resina Epóxi,489,345.53,384.42,Entregue
PO-11134,2023-09-04,2023-09-21,2023-09-18,108,Importadora Oriente,MRO,Óleo Lubrificante,29,37.73,42.13,Entregue
PO-11135,2023-09-23,2023-09-29,2023-09-27,101,Metalúrgica AçoForte,Matéria-Prima,Bobina de Aço,410,281.63,285.8,Entregue
PO-11136,2023-11-30,2023-12-17,2023-12-23,106,Transportes & Log,MRO,Óleo Lubrificante,345,357.7,364.95,Entregue
PO-11137,2023-12-14,2024-01-03,2024-01-02,102,Plásticos do Sul,Embalagem,Caixa Papelão G,344,75.53,74.43,Entregue
PO-11138,2023-06-16,2023-06-25,2023-06-25,107,Componentes BR,Matéria-Prima,Polímero Granulado,185,69.19,75.19,Entregue
PO-11139,2023-11-26,2023-12-06,2023-12-06,102,Plásticos do Sul,MRO,Luvas de Proteção,18,478.86,473.4,Entregue
PO-11140,2023-07-28,2023-08-13,2023-08-11,108,Importadora Oriente,Matéria-Prima,Bobina de Aço,35,162.68,175.41,Entregue
PO-11141,2023-05-08,2023-05-14,2023-05-14,101,Metalúrgica AçoForte,Embalagem,Pallet Padrão,452,85.43,83.0,Entregue
PO-11142,2023-11-28,2023-12-11,2023-12-09,108,Importadora Oriente,Matéria-Prima,Polímero Granulado,212,394.54,439.56,Entregue
PO-11143,2023-04-06,2023-04-16,2023-04-14,104,Global Embalagens,Embalagem,Filme Stretch,155,367.41,353.35,Entregue
PO-11144,2023-06-30,2023-07-18,2023-07-16,106,Transportes & Log,MRO,Ferramentas de Corte,66,117.69,129.04,Entregue
PO-11145,2023-06-16,2023-07-06,2023-07-16,107,Componentes BR,Embalagem,Pallet Padrão,160,403.26,390.16,Entregue
PO-11146,2023-02-28,2023-03-16,2023-03-16,108,Importadora Oriente,Matéria-Prima,Chapa de Alumínio,194,402.5,461.32,Entregue
PO-11147,2023-01-26,2023-02-07,2023-02-14,103,Eletrônicos Tech,MRO,Ferramentas de Corte,233,77.97,80.92,Entregue
PO-11148,2023-08-18,2023-08-27,2023-08-27,108,Importadora Oriente,Componentes,Sensor Óptico,26,168.33,194.46,Entregue
PO-11149,2023-02-14,2023-02-26,2023-02-26,102,Plásticos do Sul,Embalagem,Filme Stretch,182,346.5,366.96,Entregue
PO-11150,2023-04-29,2023-05-08,2023-05-05,101,Metalúrgica AçoForte,Matéria-Prima,Chapa de Alumínio,169,380.39,399.48,Entregue
PO-11151,2023-04-30,2023-05-06,,105,Química Inovadora,Componentes,Microchip X1,92,57.21,59.93,Pendente
PO-11152,2023-04-16,2023-05-04,2023-05-03,103,Eletrônicos Tech,Embalagem,Pallet Padrão,10,341.46,349.3,Entregue
PO-11153,2023-11-18,2023-12-05,2023-12-04,101,Metalúrgica AçoForte,MRO,Óleo Lubrificante,128,44.34,46.13,Entregue
PO-11154,2023-12-18,2024-01-06,2024-01-05,105,Química Inovadora,Componentes,Sensor Óptico,346,140.68,144.14,Entregue
PO-11155,2023-04-18,2023-04-29,2023-04-26,107,Componentes BR,Componentes,Microchip X1,429,398.32,398.18,Entregue
PO-11156,2023-03-14,2023-03-28,2023-03-30,105,Química Inovadora,MRO,Ferramentas de Corte,380,383.12,386.06,Entregue
PO-11157,2023-12-10,2023-12-27,2024-01-01,107,Componentes BR,Componentes,Microchip X1,486,122.75,124.01,Devolvido
PO-11158,2023-02-14,2023-02-21,2023-02-20,107,Componentes BR,Embalagem,Filme Stretch,267,432.27,492.75,Entregue
PO-11159,2023-02-12,2023-03-03,2023-03-03,104,Global Embalagens,MRO,Ferramentas de Corte,396,177.56,175.28,Entregue
PO-11160,2023-01-22,2023-02-09,2023-02-08,107,Componentes BR,MRO,Luvas de Proteção,156,439.78,434.47,Entregue
PO-11161,2023-01-10,2023-01-23,2023-01-20,107,Componentes BR,Matéria-Prima,Bobina de Aço,77,351.41,377.8,Entregue
PO-11162,2023-01-03,2023-01-09,2023-01-11,103,Eletrônicos Tech,Componentes,Placa de Circuito,182,207.63,226.27,Devolvido
PO-11163,2023-02-07,2023-02-19,2023-02-24,104,Global Embalagens,Matéria-Prima,Resina Epóxi,205,455.26,484.51,Entregue
PO-11164,2023-10-05,2023-10-23,2023-10-20,103,Eletrônicos Tech,Embalagem,Filme Stretch,378,203.39,221.93,Entregue
PO-11165,2023-05-09,2023-05-24,2023-05-22,104,Global Embalagens,Embalagem,Pallet Padrão,433,108.4,107.87,Entregue
PO-11166,2023-03-31,2023-04-14,2023-04-11,106,Transportes & Log,Embalagem,Caixa Papelão G,437,403.98,455.46,Entregue
PO-11167,2023-07-20,2023-08-05,2023-08-03,108,Importadora Oriente,Embalagem,Filme Stretch,59,149.83,161.84,Entregue
PO-11168,2023-08-09,2023-08-20,,102,Plásticos do Sul,Matéria-Prima,Polímero Granulado,297,426.02,442.57,Pendente
PO-11169,2023-04-02,2023-04-17,2023-04-22,103,Eletrônicos Tech,Componentes,Sensor Óptico,490,360.37,365.88,Entregue
PO-11170,2023-06-13,2023-06-27,2023-07-10,105,Química Inovadora,Componentes,Placa de Circuito,379,223.39,245.34,Entregue
PO-11171,2023-03-06,2023-03-13,2023-03-11,108,Importadora Oriente,Matéria-Prima,Bobina de Aço,434,80.97,79.28,Entregue
PO-11172,2023-08-17,2023-09-06,2023-09-03,106,Transportes & Log,MRO,Luvas de Proteção,143,73.39,76.67,Entregue
PO-11173,2023-04-23,2023-05-02,,107,Componentes BR,Matéria-Prima,Polímero Granulado,10,447.07,459.69,Pendente
PO-11174,2023-06-01,2023-06-16,2023-06-15,106,Transportes & Log,MRO,Luvas de Proteção,421,170.49,192.1,Entregue
PO-11175,2023-02-25,2023-03-11,2023-03-09,105,Química Inovadora,Matéria-Prima,Polímero Granulado,421,254.99,299.3,Entregue
PO-11176,2023-10-14,2023-10-25,2023-10-22,101,Metalúrgica AçoForte,Embalagem,Filme Stretch,158,303.93,301.0,Entregue
PO-11177,2023-08-03,2023-08-13,2023-08-11,105,Química Inovadora,Embalagem,Caixa Papelão G,63,285.67,296.01,Entregue
PO-11178,2023-02-23,2023-03-03,2023-03-04,107,Componentes BR,Matéria-Prima,Chapa de Alumínio,488,371.43,376.68,Entregue
PO-11179,2023-10-11,2023-10-26,2023-11-09,106,Transportes & Log,Embalagem,Filme Stretch,405,498.49,485.61,Entregue
PO-11180,2023-03-26,2023-04-07,2023-04-06,101,Metalúrgica AçoForte,Embalagem,Caixa Papelão G,100,454.88,464.6,Entregue
PO-11181,2023-09-02,2023-09-15,2023-09-24,105,Química Inovadora,MRO,Luvas de Proteção,20,328.83,362.7,Entregue
PO-11182,2023-07-09,2023-07-27,2023-08-05,101,Metalúrgica AçoForte,Componentes,Parafuso Inox,337,139.61,148.84,Entregue
PO-11183,2023-05-21,2023-06-01,2023-06-04,106,Transportes & Log,Componentes,Sensor Óptico,325,333.97,350.52,Devolvido
PO-11184,2023-06-17,2023-06-29,2023-07-02,103,Eletrônicos Tech,MRO,Óleo Lubrificante,15,287.07,287.34,Entregue
PO-11185,2023-08-29,2023-09-09,2023-09-07,107,Componentes BR,Matéria-Prima,Chapa de Alumínio,420,387.65,401.83,Entregue
PO-11186,2023-08-08,2023-08-16,2023-08-15,108,Importadora Oriente,Componentes,Placa de Circuito,499,388.86,399.21,Entregue
PO-11187,2023-10-15,2023-11-01,2023-10-31,108,Importadora Oriente,Componentes,Sensor Óptico,345,36.48,36.38,Entregue
PO-11188,2023-06-26,2023-07-13,2023-07-13,108,Importadora Oriente,Componentes,Placa de Circuito,300,21.2,21.98,Entregue
PO-11189,2023-10-12,2023-11-01,2023-11-02,106,Transportes & Log,Matéria-Prima,Chapa de Alumínio,465,159.53,179.55,Entregue
PO-11190,2023-09-01,2023-09-08,2023-09-21,101,Metalúrgica AçoForte,MRO,Luvas de Proteção,366,234.89,265.43,Entregue
PO-11191,2023-10-27,2023-11-15,2023-11-17,107,Componentes BR,Componentes,Parafuso Inox,329,57.76,60.35,Devolvido
PO-11192,2023-09-20,2023-09-25,2023-09-23,108,Importadora Oriente,Embalagem,Filme Stretch,94,350.91,352.56,Entregue
PO-11193,2023-03-17,2023-03-31,2023-03-30,108,Importadora Oriente,MRO,Ferramentas de Corte,213,134.41,142.66,Entregue
PO-11194,2023-10-26,2023-11-15,2023-11-14,106,Transportes & Log,MRO,Ferramentas de Corte,30,190.19,207.4,Entregue
PO-11195,2023-01-01,2023-01-12,2023-01-10,104,Global Embalagens,Matéria-Prima,Resina Epóxi,227,396.55,392.04,Entregue
PO-11196,2023-10-17,2023-10-22,2023-10-22,106,Transportes & Log,MRO,Óleo Lubrificante,436,291.37,295.93,Entregue
PO-11197,2023-01-09,2023-01-21,2023-01-20,103,Eletrônicos Tech,Componentes,Microchip X1,267,465.19,465.91,Entregue
PO-11198,2023-01-03,2023-01-20,2023-01-19,102,Plásticos do Sul,Matéria-Prima,Bobina de Aço,322,348.99,346.96,Entregue
PO-11199,2023-09-20,2023-10-05,2023-10-05,101,Metalúrgica AçoForte,Componentes,Microchip X1,260,158.67,160.5,Entregue
PO-11200,2023-08-12,2023-08-31,2023-08-31,107,Componentes BR,MRO,Ferramentas de Corte,454,448.36,464.12,Entregue
PO-11201,2023-06-19,2023-07-05,2023-07-19,104,Global Embalagens,Matéria-Prima,Chapa de Alumínio,231,335.24,357.74,Entregue
PO-11202,2023-09-14,2023-10-02,2023-10-10,108,Importadora Oriente,Embalagem,Filme Stretch,270,316.32,338.6,Entregue
PO-11203,2023-01-11,2023-01-29,2023-01-27,106,Transportes & Log,Embalagem,Pallet Padrão,198,238.3,261.96,Entregue
PO-11204,2023-08-18,2023-09-03,2023-09-01,102,Plásticos do Sul,MRO,Luvas de Proteção,330,228.57,252.01,Entregue
PO-11205,2023-11-22,2023-11-28,2023-11-27,105,Química Inovadora,MRO,Ferramentas de Corte,359,190.17,182.74,Entregue
PO-11206,2023-12-04,2023-12-14,2023-12-18,105,Química Inovadora,Embalagem,Caixa Papelão G,462,392.68,439.09,Entregue
PO-11207,2023-04-08,2023-04-15,2023-04-20,104,Global Embalagens,Componentes,Placa de Circuito,181,13.64,13.81,Devolvido
PO-11208,2023-10-20,2023-10-25,2023-10-31,106,Transportes & Log,Matéria-Prima,Resina Epóxi,417,342.84,362.9,Entregue
PO-11209,2023-12-02,2023-12-12,2023-12-11,102,Plásticos do Sul,MRO,Óleo Lubrificante,225,116.6,129.99,Entregue
PO-11210,2023-12-26,2024-01-03,2023-12-31,104,Global Embalagens,MRO,Ferramentas de Corte,217,122.08,117.45,Entregue
PO-11211,2023-10-14,2023-10-19,2023-10-19,103,Eletrônicos Tech,Matéria-Prima,Resina Epóxi,87,381.35,397.87,Entregue
PO-11212,2023-01-19,2023-02-07,2023-02-06,108,Importadora Oriente,Embalagem,Filme Stretch,221,439.77,432.13,Entregue
PO-11213,2023-11-25,2023-12-14,2023-12-11,108,Importadora Oriente,MRO,Ferramentas de Corte,128,282.34,288.26,Entregue
PO-11214,2023-12-19,2023-12-25,2023-12-26,102,Plásticos do Sul,Componentes,Microchip X1,22,99.04,104.44,Entregue
PO-11215,2023-05-24,2023-06-04,2023-06-02,101,Metalúrgica AçoForte,Embalagem,Filme Stretch,468,28.06,28.41,Entregue
PO-11216,2023-06-05,2023-06-12,2023-06-10,103,Eletrônicos Tech,Componentes,Sensor Óptico,324,318.18,332.5,Entregue
PO-11217,2023-01-12,2023-01-18,2023-01-15,107,Componentes BR,Componentes,Microchip X1,54,221.96,261.06,Entregue
PO-11218,2023-09-23,2023-10-01,2023-09-28,103,Eletrônicos Tech,Matéria-Prima,Bobina de Aço,263,231.97,254.78,Entregue
PO-11219,2023-08-21,2023-09-04,2023-09-02,107,Componentes BR,Embalagem,Caixa Papelão G,77,366.21,410.24,Entregue
PO-11220,2023-12-22,2024-01-10,2024-01-09,103,Eletrônicos Tech,Matéria-Prima,Chapa de Alumínio,414,162.5,159.29,Entregue
PO-11221,2023-05-19,2023-05-30,2023-06-13,108,Importadora Oriente,Matéria-Prima,Chapa de Alumínio,181,477.94,480.18,Entregue
PO-11222,2023-10-19,2023-11-07,,101,Metalúrgica AçoForte,Componentes,Parafuso Inox,333,332.83,353.0,Pendente
PO-11223,2023-09-11,2023-09-24,2023-10-09,101,Metalúrgica AçoForte,Componentes,Sensor Óptico,382,342.03,398.78,Entregue
PO-11224,2023-05-05,2023-05-10,2023-05-10,104,Global Embalagens,Matéria-Prima,Chapa de Alumínio,491,147.91,147.88,Entregue
PO-11225,2023-01-05,2023-01-22,2023-01-20,102,Plásticos do Sul,Matéria-Prima,Chapa de Alumínio,364,325.3,327.49,Entregue
PO-11226,2023-11-05,2023-11-23,2023-11-21,103,Eletrônicos Tech,Matéria-Prima,Resina Epóxi,74,31.03,33.04,Entregue
PO-11227,2023-03-10,2023-03-22,2023-03-25,107,Componentes BR,MRO,Ferramentas de Corte,321,434.31,475.69,Entregue
PO-11228,2023-07-04,2023-07-09,2023-07-10,103,Eletrônicos Tech,Componentes,Microchip X1,389,356.25,383.29,Devolvido
PO-11229,2023-03-31,2023-04-19,2023-04-19,102,Plásticos do Sul,Embalagem,Pallet Padrão,264,371.61,378.24,Entregue
PO-11230,2023-09-23,2023-10-05,2023-10-02,104,Global Embalagens,Componentes,Sensor Óptico,258,332.56,385.88,Entregue
PO-11231,2023-07-04,2023-07-22,2023-07-19,102,Plásticos do Sul,Componentes,Parafuso Inox,382,418.31,483.1,Entregue
PO-11232,2023-07-01,2023-07-20,2023-07-18,103,Eletrônicos Tech,MRO,Ferramentas de Corte,244,60.05,64.4,Entregue
PO-11233,2023-01-30,2023-02-07,2023-02-10,103,Eletrônicos Tech,Componentes,Sensor Óptico,250,103.79,113.23,Entregue
PO-11234,2023-08-24,2023-09-03,2023-09-01,105,Química Inovadora,Componentes,Parafuso Inox,438,79.73,92.61,Entregue
PO-11235,2023-02-17,2023-02-25,2023-03-02,102,Plásticos do Sul,Matéria-Prima,Polímero Granulado,73,129.69,150.5,Entregue
PO-11236,2023-03-19,2023-03-25,2023-03-25,104,Global Embalagens,Componentes,Placa de Circuito,65,311.72,319.0,Entregue
PO-11237,2023-03-11,2023-03-23,2023-03-21,104,Global Embalagens,MRO,Óleo Lubrificante,297,27.3,27.14,Entregue
PO-11238,2023-11-11,2023-11-22,2023-12-05,108,Importadora Oriente,Matéria-Prima,Polímero Granulado,119,260.02,288.12,Entregue
PO-11239,2023-07-21,2023-08-04,2023-08-02,101,Metalúrgica AçoForte,MRO,Luvas de Proteção,75,76.88,80.11,Entregue
PO-11240,2023-07-25,2023-08-02,2023-07-30,103,Eletrônicos Tech,MRO,Óleo Lubrificante,206,179.63,202.43,Entregue
PO-11241,2023-03-30,2023-04-05,2023-04-04,105,Química Inovadora,Embalagem,Pallet Padrão,94,354.16,399.86,Entregue
PO-11242,2023-11-25,2023-12-14,2023-12-13,101,Metalúrgica AçoForte,Componentes,Microchip X1,21,145.62,143.37,Entregue
PO-11243,2023-12-26,2024-01-10,2024-01-08,104,Global Embalagens,MRO,Luvas de Proteção,380,415.82,411.66,Entregue
PO-11244,2023-07-09,2023-07-14,2023-07-14,108,Importadora Oriente,Embalagem,Caixa Papelão G,334,126.38,142.86,Entregue
PO-11245,2023-12-24,2024-01-10,2024-01-08,105,Química Inovadora,Matéria-Prima,Bobina de Aço,432,332.85,388.2,Entregue
PO-11246,2023-06-25,2023-06-30,,107,Componentes BR,Componentes,Parafuso Inox,486,461.83,492.48,Pendente
PO-11247,2023-06-15,2023-06-28,2023-07-11,106,Transportes & Log,Componentes,Parafuso Inox,116,333.22,364.9,Entregue
PO-11248,2023-04-19,2023-05-05,2023-05-05,103,Eletrônicos Tech,Matéria-Prima,Bobina de Aço,11,207.58,216.19,Entregue
PO-11249,2023-07-26,2023-08-11,2023-08-16,101,Metalúrgica AçoForte,Componentes,Placa de Circuito,182,385.73,422.35,Devolvido
PO-11250,2023-05-31,2023-06-18,2023-06-17,106,Transportes & Log,MRO,Luvas de Proteção,95,425.46,444.69,Entregue
PO-11251,2023-12-17,2023-12-24,2023-12-22,105,Química Inovadora,Componentes,Microchip X1,273,54.13,59.59,Entregue
PO-11252,2023-08-25,2023-08-31,2023-09-02,103,Eletrônicos Tech,Componentes,Microchip X1,300,361.42,356.82,Devolvido
PO-11253,2023-07-31,2023-08-19,2023-08-19,107,Componentes BR,Embalagem,Caixa Papelão G,94,141.58,157.12,Entregue
PO-11254,2023-05-08,2023-05-24,2023-05-24,105,Química Inovadora,MRO,Óleo Lubrificante,293,345.77,341.87,Entregue
PO-11255,2023-07-26,2023-08-03,2023-08-03,105,Química Inovadora,Matéria-Prima,Bobina de Aço,265,100.47,98.71,Entregue
PO-11256,2023-08-28,2023-09-07,2023-09-21,102,Plásticos do Sul,Componentes,Microchip X1,473,101.12,108.27,Entregue
PO-11257,2023-08-14,2023-08-31,,104,Global Embalagens,Matéria-Prima,Polímero Granulado,328,330.06,318.2,Pendente
PO-11258,2023-11-17,2023-11-30,2023-11-27,107,Componentes BR,MRO,Luvas de Proteção,97,95.27,93.39,Entregue
PO-11259,2023-12-29,2024-01-16,2024-01-15,101,Metalúrgica AçoForte,Componentes,Microchip X1,360,10.63,10.64,Entregue
PO-11260,2023-05-06,2023-05-20,2023-05-20,106,Transportes & Log,MRO,Luvas de Proteção,437,64.68,65.77,Entregue
PO-11261,2023-08-14,2023-08-23,2023-08-23,108,Importadora Oriente,MRO,Luvas de Proteção,431,124.54,137.99,Entregue
PO-11262,2023-03-28,2023-04-13,2023-04-13,103,Eletrônicos Tech,Embalagem,Pallet Padrão,193,350.98,377.34,Entregue
PO-11263,2023-03-13,2023-03-21,2023-03-20,108,Importadora Oriente,MRO,Ferramentas de Corte,140,320.96,325.3,Entregue
PO-11264,2023-05-16,2023-05-22,2023-05-21,102,Plásticos do Sul,Embalagem,Pallet Padrão,259,253.12,284.4,Entregue
PO-11265,2023-04-17,2023-04-27,2023-05-04,106,Transportes & Log,MRO,Luvas de Proteção,84,316.07,347.89,Entregue
PO-11266,2023-09-04,2023-09-18,2023-09-15,108,Importadora Oriente,Matéria-Prima,Bobina de Aço,165,249.2,254.25,Entregue
PO-11267,2023-12-09,2023-12-17,2023-12-19,108,Importadora Oriente,Matéria-Prima,Bobina de Aço,79,449.9,486.1,Entregue
PO-11268,2023-03-20,2023-04-08,2023-04-07,103,Eletrônicos Tech,Embalagem,Pallet Padrão,373,43.19,41.97,Entregue
PO-11269,2023-03-07,2023-03-19,2023-04-01,105,Química Inovadora,Componentes,Parafuso Inox,492,258.37,249.73,Entregue
PO-11270,2023-08-08,2023-08-16,2023-08-14,102,Plásticos do Sul,Componentes,Microchip X1,341,199.83,230.42,Entregue
PO-11271,2023-09-11,2023-09-26,2023-10-08,104,Global Embalagens,Componentes,Parafuso Inox,429,281.86,281.54,Entregue
PO-11272,2023-08-08,2023-08-15,2023-08-15,108,Importadora Oriente,MRO,Óleo Lubrificante,140,22.85,22.52,Entregue
PO-11273,2023-03-10,2023-03-21,2023-03-18,106,Transportes & Log,Embalagem,Filme Stretch,172,271.54,273.53,Entregue
PO-11274,2023-09-06,2023-09-14,2023-09-11,106,Transportes & Log,MRO,Ferramentas de Corte,323,107.83,121.13,Entregue
PO-11275,2023-11-20,2023-12-02,2023-12-02,103,Eletrônicos Tech,Matéria-Prima,Polímero Granulado,249,337.45,385.14,Entregue
PO-11276,2023-11-12,2023-11-26,2023-11-23,105,Química Inovadora,Embalagem,Caixa Papelão G,396,215.12,227.94,Entregue
PO-11277,2023-12-01,2023-12-16,2023-12-16,108,Importadora Oriente,MRO,Óleo Lubrificante,461,417.17,457.3,Entregue
PO-11278,2023-11-02,2023-11-18,2023-11-15,107,Componentes BR,MRO,Óleo Lubrificante,355,256.79,248.35,Entregue
PO-11279,2023-11-11,2023-11-28,2023-11-28,105,Química Inovadora,Matéria-Prima,Resina Epóxi,338,204.62,204.76,Entregue
PO-11280,2023-03-12,2023-03-24,2023-04-02,101,Metalúrgica AçoForte,Matéria-Prima,Chapa de Alumínio,55,181.53,198.67,Entregue
PO-11281,2023-03-26,2023-04-05,2023-04-04,105,Química Inovadora,Embalagem,Caixa Papelão G,398,203.14,213.28,Entregue
PO-11282,2023-09-11,2023-10-01,2023-10-05,108,Importadora Oriente,Embalagem,Pallet Padrão,32,457.08,435.94,Devolvido
PO-11283,2023-04-01,2023-04-19,,106,Transportes & Log,Componentes,Parafuso Inox,392,31.32,30.23,Pendente
PO-11284,2023-05-22,2023-06-02,2023-06-02,104,Global Embalagens,Embalagem,Filme Stretch,323,22.0,23.86,Entregue
PO-11285,2023-01-15,2023-01-31,2023-01-28,105,Química Inovadora,MRO,Óleo Lubrificante,113,369.49,377.41,Entregue
PO-11286,2023-10-11,2023-10-19,2023-10-18,107,Componentes BR,Componentes,Placa de Circuito,92,109.29,105.03,Entregue
PO-11287,2023-03-22,2023-04-04,2023-04-03,103,Eletrônicos Tech,Embalagem,Filme Stretch,132,196.11,191.04,Entregue
PO-11288,2023-10-21,2023-11-02,2023-10-30,104,Global Embalagens,Matéria-Prima,Resina Epóxi,282,376.44,379.45,Entregue
PO-11289,2023-01-07,2023-01-23,2023-01-22,108,Importadora Oriente,Embalagem,Filme Stretch,406,265.03,297.17,Entregue
PO-11290,2023-09-10,2023-09-17,2023-09-25,106,Transportes & Log,MRO,Óleo Lubrificante,296,281.98,292.91,Entregue
PO-11291,2023-12-26,2024-01-13,2024-01-10,102,Plásticos do Sul,Embalagem,Filme Stretch,491,46.33,51.97,Entregue
PO-11292,2023-12-19,2023-12-31,2023-12-29,101,Metalúrgica AçoForte,MRO,Óleo Lubrificante,316,145.25,151.52,Entregue
PO-11293,2023-12-12,2023-12-22,2023-12-27,102,Plásticos do Sul,Componentes,Sensor Óptico,384,309.38,348.21,Devolvido
PO-11294,2023-10-10,2023-10-23,2023-10-21,104,Global Embalagens,MRO,Ferramentas de Corte,319,281.04,313.49,Entregue
PO-11295,2023-08-15,2023-09-01,2023-09-01,108,Importadora Oriente,Embalagem,Pallet Padrão,110,88.95,85.74,Entregue
PO-11296,2023-05-04,2023-05-22,2023-05-21,101,Metalúrgica AçoForte,Embalagem,Filme Stretch,360,349.79,409.85,Entregue
PO-11297,2023-04-20,2023-05-08,2023-05-17,106,Transportes & Log,Embalagem,Pallet Padrão,56,353.03,379.44,Entregue
PO-11298,2023-11-03,2023-11-11,2023-11-08,104,Global Embalagens,Embalagem,Filme Stretch,246,180.54,204.04,Entregue
PO-11299,2023-12-21,2024-01-03,,101,Metalúrgica AçoForte,Embalagem,Caixa Papelão G,489,337.96,349.27,Pendente
PO-11300,2023-10-27,2023-11-05,2023-11-02,103,Eletrônicos Tech,Matéria-Prima,Resina Epóxi,457,357.97,347.57,Entregue
PO-11301,2023-01-09,2023-01-23,,102,Plásticos do Sul,Embalagem,Filme Stretch,147,328.53,345.3,Pendente
PO-11302,2023-08-31,2023-09-15,2023-09-29,101,Metalúrgica AçoForte,Matéria-Prima,Chapa de Alumínio,306,122.76,126.7,Entregue
PO-11303,2023-07-14,2023-07-23,2023-08-03,105,Química Inovadora,MRO,Ferramentas de Corte,297,338.52,382.47,Entregue
PO-11304,2023-03-27,2023-04-16,2023-04-19,101,Metalúrgica AçoForte,Componentes,Sensor Óptico,394,370.61,361.57,Devolvido
PO-11305,2023-09-09,2023-09-24,2023-09-22,101,Metalúrgica AçoForte,Embalagem,Filme Stretch,275,454.93,483.81,Entregue
PO-11306,2023-05-14,2023-05-25,2023-05-22,102,Plásticos do Sul,Embalagem,Caixa Papelão G,144,75.37,80.02,Entregue
PO-11307,2023-04-15,2023-04-29,2023-04-26,105,Química Inovadora,Componentes,Sensor Óptico,482,40.14,45.37,Entregue
PO-11308,2023-07-31,2023-08-13,2023-08-11,105,Química Inovadora,Embalagem,Pallet Padrão,432,82.19,81.02,Entregue
PO-11309,2023-11-23,2023-12-04,2023-12-03,106,Transportes & Log,Componentes,Parafuso Inox,331,109.7,118.23,Entregue
PO-11310,2023-03-19,2023-04-02,2023-03-31,105,Química Inovadora,Componentes,Sensor Óptico,300,197.15,213.93,Entregue
PO-11311,2023-10-11,2023-10-17,2023-10-17,106,Transportes & Log,Embalagem,Filme Stretch,162,86.67,91.13,Entregue
PO-11312,2023-04-10,2023-04-19,2023-04-17,103,Eletrônicos Tech,Matéria-Prima,Resina Epóxi,390,352.36,348.83,Entregue
PO-11313,2023-05-16,2023-05-27,2023-05-24,106,Transportes & Log,MRO,Luvas de Proteção,297,33.54,37.66,Entregue
PO-11314,2023-10-19,2023-10-29,2023-10-27,105,Química Inovadora,Componentes,Microchip X1,18,184.86,202.56,Entregue
PO-11315,2023-05-24,2023-06-01,2023-05-29,101,Metalúrgica AçoForte,Embalagem,Filme Stretch,409,323.94,326.95,Entregue
PO-11316,2023-03-10,2023-03-26,2023-04-03,104,Global Embalagens,Matéria-Prima,Polímero Granulado,163,28.58,28.94,Entregue
PO-11317,2023-05-13,2023-05-19,,107,Componentes BR,Componentes,Sensor Óptico,173,167.81,189.85,Pendente
PO-11318,2023-01-17,2023-02-04,2023-02-03,107,Componentes BR,MRO,Luvas de Proteção,314,349.66,388.39,Entregue
PO-11319,2023-01-26,2023-02-10,2023-02-09,104,Global Embalagens,Matéria-Prima,Polímero Granulado,374,123.11,121.95,Entregue
PO-11320,2023-07-31,2023-08-20,2023-08-19,103,Eletrônicos Tech,Matéria-Prima,Chapa de Alumínio,354,433.89,443.12,Entregue
PO-11321,2023-05-01,2023-05-06,2023-05-04,101,Metalúrgica AçoForte,Componentes,Microchip X1,492,301.32,324.02,Entregue
PO-11322,2023-11-14,2023-11-24,2023-11-30,101,Metalúrgica AçoForte,MRO,Óleo Lubrificante,245,118.9,117.23,Entregue
PO-11323,2023-01-02,2023-01-21,2023-01-23,106,Transportes & Log,Componentes,Parafuso Inox,60,142.51,146.31,Devolvido
PO-11324,2023-06-16,2023-06-25,2023-06-24,102,Plásticos do Sul,MRO,Óleo Lubrificante,92,51.67,59.14,Entregue
PO-11325,2023-04-26,2023-05-06,2023-05-07,107,Componentes BR,Embalagem,Caixa Papelão G,353,258.47,300.21,Devolvido
PO-11326,2023-06-09,2023-06-15,2023-06-27,103,Eletrônicos Tech,Embalagem,Caixa Papelão G,98,66.12,72.6,Entregue
PO-11327,2023-11-23,2023-12-01,2023-12-04,108,Importadora Oriente,MRO,Óleo Lubrificante,217,427.15,412.84,Devolvido
PO-11328,2023-11-30,2023-12-20,2024-01-03,102,Plásticos do Sul,Componentes,Sensor Óptico,127,253.58,298.26,Entregue
PO-11329,2023-03-02,2023-03-20,2023-04-04,105,Química Inovadora,Matéria-Prima,Bobina de Aço,14,244.79,241.16,Entregue
PO-11330,2023-11-09,2023-11-21,2023-11-26,108,Importadora Oriente,Componentes,Sensor Óptico,36,373.8,361.75,Entregue
PO-11331,2023-08-20,2023-08-31,2023-08-28,104,Global Embalagens,Matéria-Prima,Polímero Granulado,395,46.06,51.98,Entregue
PO-11332,2023-04-02,2023-04-17,2023-04-17,103,Eletrônicos Tech,MRO,Ferramentas de Corte,104,96.58,101.53,Entregue
PO-11333,2023-07-12,2023-07-30,2023-07-30,107,Componentes BR,Matéria-Prima,Bobina de Aço,299,445.4,453.63,Entregue
PO-11334,2023-05-25,2023-06-14,2023-06-13,107,Componentes BR,Componentes,Placa de Circuito,213,123.4,130.39,Entregue
